Store ID,Sales
1,7174.300616715574
2,7638.438230026154
3,8938.02354729578
4,13426.897321742395
5,7200.822766047607
6,7399.738886037855
7,12869.932185769696
8,9017.589995291877
9,8049.531544672668
10,8009.748320674619
11,11689.69654049422
12,9872.929311249947
13,6725.172007369406
14,8202.03390333186
15,8573.343993980325
16,9985.648445911087
17,9766.840713921814
18,9700.53534059173
19,8255.078201995926
20,9417.170164570773
21,8016.378858007626
22,7156.156934014945
23,7207.453303380615
24,10668.593791210944
25,14010.384607047123
26,7545.610707364038
27,11868.721048485444
28,7890.398648680469
29,8381.058411323083
30,7638.438230026154
31,7771.04897668632
32,7169.418008680961
33,9561.29405659856
34,11199.036777851605
35,8646.279904643416
36,11253.82900581407
37,9382.269548607335
38,7525.719095365012
39,9654.121579260674
40,7989.856708675593
41,6234.512244726791
42,11683.066003161213
43,8023.009395340635
44,7903.659723346486
45,6425.049898085636
46,8097.693235302122
47,10264.131013897437
48,6080.2619567692045
49,7910.290260679493
50,6418.419360752628
51,7003.654575355755
52,6453.319976716066
53,8069.423156671693
54,9388.900085940342
55,7956.704022010553
56,7598.655006028103
57,10290.653163229468
58,6957.240814024696
59,7658.329842025179
60,8639.649367310405
61,7903.659723346486
62,8613.127217978374
63,9103.786980620986
64,9693.904803258723
65,7214.0838407136225
66,7711.374140689245
67,9541.402444599531
68,12385.902960460091
69,12584.81908045034
70,8407.580560655115
71,9256.289339280174
72,6406.906215385008
73,7054.950944721423
74,9654.121579260674
75,8845.19602463366
76,11101.326647154881
77,8666.17151664244
78,7538.98017003103
79,7757.787902020303
80,7969.9650966765685
81,7202.570695346003
82,10356.958536559552
83,5662.538104789682
84,13035.695619094906
85,9932.60414724702
86,7989.856708675593
87,8235.186589996902
88,8639.649367310405
89,7706.491532654634
90,12080.89824314171
91,7167.670079382565
92,8142.3590673347835
93,8235.186589996902
94,8095.945306003726
95,9594.446743263597
96,7552.241244697046
97,8812.043337968622
98,6889.187511396217
99,6320.7092300559
100,8024.757324639031
101,9561.29405659856
102,12869.932185769696
103,6497.985808748727
104,11603.499555165112
105,7439.522110035905
106,9846.407161917916
107,10264.131013897437
108,9536.519836564923
109,9223.136652615136
110,8434.10270998715
111,8122.467455335759
112,8911.501397963744
113,7832.471741981792
114,7605.285543361112
115,7428.0089646682845
116,8599.866143312356
117,6856.034824731175
118,8778.89065130358
119,8029.639932673644
120,8758.999039304555
121,7134.517392717523
122,12293.075437797976
123,10840.987761869157
124,8666.17151664244
125,17027.2790935659
126,8361.166799324059
127,8581.722460611727
128,8095.945306003726
129,11485.89781246936
130,7107.99524338549
131,6968.753959392317
132,7885.516040645858
133,9302.703100611234
134,6816.251600733125
135,7598.655006028103
136,7063.329411352828
137,10391.859152522993
138,9236.39772728115
139,6698.649858037373
140,10688.485403209968
141,8884.979248631713
142,7565.502319363063
143,8268.339276661944
144,8376.175803288472
145,11863.838440450832
146,8692.693665974472
147,10171.303491235321
148,9117.048055287003
149,7036.807262020796
150,9959.126296579056
151,9150.200741952045
152,8095.945306003726
153,7724.6352153552625
154,8745.737964638538
155,8031.38786197204
156,8938.02354729578
157,10522.721969884762
158,7711.374140689245
159,8343.02311662343
160,7936.8124100115265
161,9620.968892595632
162,7857.245962015427
163,8951.284621961793
164,8210.412369963262
165,6280.92600605785
166,9448.574921937416
167,12458.838871123182
168,9839.776624584905
169,7850.61542468242
170,7399.738886037855
171,9117.048055287003
172,8866.835565931084
173,11086.317643190465
174,6566.039111377207
175,8493.777545984223
176,8361.166799324059
177,6975.384496725324
178,10589.027343214842
179,11338.27806184478
180,9528.141369933517
181,8270.087205960339
182,6749.946227403042
183,7693.230457988617
184,7817.462738017378
185,7485.9358713669635
186,5922.876990075402
